"entidad","nombre_registro","direccion","direccion_limpio","latitud","longitud","contacto"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL CABORCA","Edificio del estado, calle 6ta. entre Q y R, col. centro, Caborca, Sonora","EDIFICIO DEL ESTADO, CALLE 6TA ENTRE Q Y R, COLONIA CENTRO, CABORCA, SONORA","","","372 69 05"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL CÓCORIT","Argentina y Yáñez (sin número), Cócorit, Sonora","ARGENTINA Y YÁÑEZ (SIN NÚMERO), CÓCORIT, SONORA","","","418 07 53"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL CUMPAS","ave. a no. 720, Cumpas, Sonor","AVE A NO 720, CUMPAS, SONOR","","","346-01-10"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL EMPALME","Nicolás Bravo y Héroe de Nacozari, Empalme, Sonora","NICOLÁS BRAVO Y HÉROE DE NACOZARI, EMPALME, SONORA","","","223-12-66"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL ETCHOJOA","Ave. Miguel Hidalgo entre Blvd. Rafaela Rodríguez y 16 de septiembre, etchojoa, sonora","AVE MIGUEL HIDALGO ENTRE BLVD RAFAELA RODRÍGUEZ Y 16 DE SEPTIEMBRE, ETCHOJOA, SONORA","","","425 06 65"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL GUAYMAS","Edificio del Estado, calle 19 y Avenida 17, int. 1 planta baja, Guaymas, Sonora","EDIFICIO DEL ESTADO, CALLE 19 Y AVENIDA 17, INT 1 PLANTA BAJA, GUAYMAS, SONORA","","","222 25 40"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL HUATABAMPO","Edificio del gobierno del Estado, No reelección (sin número), entre Constitución y 16 de septiembre, Huatabampo, Sonora","EDIFICIO DEL GOBIERNO DEL ESTADO, NO REELECCIÓN (SIN NÚMERO), ENTRE CONSTITUCIÓN Y 16 DE SEPTIEMBRE, HUATABAMPO, SONORA","","","426 04 31"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL MAGDALENA DE KINO","Avenida 5 de mayo 100, col. centro, Magdalena de Kino, Sonora","AVENIDA 5 DE MAYO 100, COLONIA CENTRO, MAGDALENA DE KINO, SONORA","","","322 09 70"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL NACOZARI DE GARCIA","Palacio Municipal, Plaza Jesús García 2, Nacozari de García, Sonora","PALACIO MUNICIPAL, PLAZA JESÚS GARCÍA 2, NACOZARI DE GARCÍA, SONORA","","","342-0088"
"SONORA","OFICIAL DEL REGISTRO CIVIL NAVOJOA","Verbena 113, Brisas del Valle, Navajoa","VERBENA 113, BRISAS DEL VALLE, NAVAJOA","","","422 4635"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL NOGALES SONORA","Edificio del Estado, Campillo e Ingenieros, Nogales, Sonora","EDIFICIO DEL ESTADO, CAMPILLO E INGENIEROS, NOGALES, SONORA","","","312 35 05"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL POBLADO MIGUEL ALEMÁN","Carretera a Bahía de kino, kilómetro 62 y 12 de octubre, Poblado miguel Alemán, Sonora","CARRETERA A BAHÍA DE KINO, KILÓMETRO 62 Y 12 DE OCTUBRE, POBLADO MIGUEL ALEMÁN, SONORA","","","241 12 90"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL PUERTO PEÑASCO","Palacio Municipal, blvd. Benito Juárez (sin número), Puerto Peñasco, Sonora","PALACIO MUNICIPAL, BLVD BENITO JUÁREZ (SIN NÚMERO), PUERTO PEÑASCO, SONORA","","","383 17 10"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL SAHUARIPA","Hidalgo y avenida Meneses, Sahuaripa, Sonora","HIDALGO Y AVENIDA MENESES, SAHUARIPA, SONORA","","","343 05 66"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL SAN IGNACIO COHUIRIMPO","Francisco Madero entre Benito Juárez y zaragoza, San Ignacio Cohuirimpo, Sonora","FRANCISCO MADERO ENTRE BENITO JUÁREZ Y ZARAGOZA, SAN IGNACIO COHUIRIMPO, SONORA","","","423-04-26"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL SAN LUIS RIO COLORADO","Edificio del Estado, Hidalgo, entre cuarta y quinta, San Luis Río Colorado, Sonora","EDIFICIO DEL ESTADO, HIDALGO, ENTRE CUARTA Y QUINTA, SAN LUIS RÍO COLORADO, SONORA","","","534 16 81"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL SAN PEDRO RÍO MAYO","Domicilio conocido, San Pedro Río Mayo, Sonora","DOMICILIO CONOCIDO, SAN PEDRO RÍO MAYO, SONORA","","","427 09 84"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL SANTA ANA","Palacio municipal, Avenida Serna y calle Zaragoza, Santa Ana, Sonora","PALACIO MUNICIPAL, AVENIDA SERNA Y CALLE ZARAGOZA, SANTA ANA, SONORA","","","324 02 69"
"SONORA","OFICIALÍA DEL REGISTRO CIVIL URES","Palacio Municipal, Zaragoza número 1, Ures, Sonora","PALACIO MUNICIPAL, ZARAGOZA NÚMERO 1, URES, SONORA","","","232 02 48"
