"entidad","nombre_registro","direccion","latitud","longitud","contacto"
"chiapas","Municipio de Huehuetán","Palacio Municipal s/n, Col. Centro, C.P. 30660, Huehuetán, Chis.","15.010581708000473","-92.39371008299969","01 964 627 00 47"
"chiapas","Municipio de Huitiupán","Av. Central esq. Calle Central, Col. Centro, C.P. 29710, Huitiupán, Chis.0.0..","17.171315269000445","-92.68611277999969","01 919 673 90 17"
"chiapas","Municipio de Huixtla","Av. Central Nte y Calle Fco. I. Madero No. 1, Col. Centro, C.P. 30640, Huixtla, Chis.","15.139495077000447","-92.46668452399967","01 964 642 12 52 ext. 104"
"chiapas","Municipio de La Concordia","Av. Central Oriente s/n, Col. Centro, C.P. 30360, La Concordia, Chis.","16.114600185000427","-92.69060056899968","01 961 165 57 38"
"chiapas","Municipio de La Grandeza","1ª Av. Sur s/n entre Central y 1ª Poniente, Col. Centro, C.P. 30960, La Grandeza, Chis.","15.511310208000452","-92.22380783799969","01 200 123 86 11 y 13"
"chiapas","Municipio de La Independencia","5ª. Av. Poniente Sur No. 5, Col. Barrio 16 de Septiembre, C.P. 30170, La Independencia, Chis.","16.250725094000472","-92.01966815499969","01 963 101 00 31 y 32"
"chiapas","Municipio de Larrainzar","Calle Constitución s/n, Zona Centro de la cabecera municipal, C.P. 29860, Larrainzar, Chis.","16.883732045000443","-92.71507026399968","01 967 110 01 10"
"chiapas","Municipio de Las Margaritas","1ª. Calle Sur Poniente No. 85, Col. Barrio Sacsalum, C.P. 30180, Las Margaritas, Chis.","16.141135205000467","-91.2950513459997","01 963 105 15 01"
"chiapas","Municipio de Las Margaritas","Unidad Administrativa Nuevo Momon, Col. Nuevo Momon, C.P. 30180, Las Margaritas, Chis.","16.141135205000467","-91.2950513459997","01 963 634 42 81"
"chiapas","Municipio de Las Rosas","Av. Central esquina con Calle Central No. 1, Col. Centro, C.P. 30350, Las Rosas, Chis.","16.358880350000447","-92.37432163499966","01 992 672 02 17"
"chiapas","Municipio de La Trinitaria","Presidencia Municipal Calle Central s/n, Col. Centro, C.P. 30160, La Trinitaria, Chis.","14.214274952000437","121.16963013000054","01 963 636 2022"
"chiapas","Municipio de Mapastepec","3ª. Av. Norte y 1º Oriente s/n, Col. Centro, C.P. 30560, Mapastepec, Chis.","15.43540419100043","-92.89549518199965","01 918 643 01 32"
"chiapas","Municipio de Maravilla Tenejapa","Calle Hidalgo s/n, Col. Maravilla Tenejapa, C.P. 30180, Maravilla Tenejapa, Chis.","16.141135205000467","-91.2950513459997","01 200 123 87 13, 14 y 15"
"chiapas","Municipio de Mazapa de Madero","Av. Palacio Municipal s/n, Col. Centro, C.P. 30920, Mazapa de Madero, Chis.","15.388740229000462","-92.18590327099969","01 962 622 30 05 y 06"
"chiapas","Municipio de Mazatán","Av. Central Juárez s/n, Col. Centro, C.P. 30650, Mazatán, Chis.","14.863222509000423","-92.44949019899968","01 694 698 40 00"
"chiapas","Municipio de Ocosingo","Presidencia Municipal Calle Central s/n, Col. Centro, C.P. 29950, Ocosingo, Chis.","14.214274952000437","121.16963013000054","01 919 670 45 21"
"chiapas","Municipio de Ocozocoautla","Palacio Municipal s/n, Col. Centro, C.P. 29140, Ocozocoautla, Chis.","16.757482018000474","-93.37629534599967","01 968 688 06 76 y 688 29 57, 58 y 59 ext. 117"
"chiapas","Municipio de Pueblo Nuevo Solistahuacán","Calle Nte. Ote. No. 201, Col..Guadalupe, C.P. 29750, Pueblo Nuevo Solistahuacán, Chis.","17.159493221000446","-92.89668019799967","01 919 685 20 44"
"chiapas","Municipio de San Cristóbal de las Casas","Palacio Municipal s/n, Col. Centro, C.P. 29000, San Cristóbal de las Casas, Chis.","16.755208869000455","-93.11107507899965","01 967 678 04 14"
"chiapas","Municipio de Socoltenango","6ª Av. Miguel Hidalgo s/n entre 8ª calle Álvaro Obregón y 9ª calle El Porvenir Zona Norte, Col. Centro, C.P. 30390, Socoltenango, Chis.","16.239627581000434","-92.34872505299967","01 992 661 11 07"
"chiapas","Municipio de Tapachula","8ª Av. Norte Esq. 3ª. Calle Poniente, Antiguo Palacio Municipal, Col. Centro, C.P. 30700, Tapachula, Chis.","14.909202588000426","-92.26343502899965","01 962 620 03 65"
"chiapas","Municipio de Tonala","Av. Hidalgo esq. 16 de Septiembre, Palacio Municpal 2do. Piso, Col. Centro, C.P. 3500, Tonala,Chis.","19.381604855000433","-99.13705509299967","01 966 663 01 01"
"chiapas","Municipio de Tuxtla el Chico","Presidencia Municipal, Col. Barrio Sacsalum, C.P. 30870, Tuxtla el Chico, Chis.","14.917401200000427","-92.15789524399969","01 962 623 00 09"
"chiapas","Municipio de Tuzantán","Av. Ayuntamiento s/n, Col Centro, C.P. 30680, Tuzantán, Chis.","15.145812632000457","-92.42236513999967","01 964 620 01 16"
"chiapas","Municipio de Tzimol","Av. Central No. 3, Col. Barrio de Santo Domingo, C.P. 30110, Tzimol, Chis.","16.181930315000443","-92.19025542299966","01 963 631 60 13 y 14"
"chiapas","Municipio de Villa Comaltitlán","Palacio Municipal s/n, Col. Centro, C.P. 30620, Villa Comaltitlán, Chis.","15.21528521400046","-92.57374024899968","01 918 646 00 44"
"chiapas","SEDESOL, Modalidad Identidad Jurídica en Comitán","2ª. Ave. Ote. Nte. No 24, Col. Barrio de la Pila, C.P. 30018, Comitán, Chis.","16.25610535000044","-92.13248824899966","01 963 632 18 09"
"chiapas","SEDESOL, Modalidad Identidad Jurídica en Ocozocuautla","3er Poniente Norte No. 71, Col. Centro, C.P. 29140, Ocozocuautla, Chis.","16.757482018000474","-93.37629534599967","01 961 108 45 84"
"chiapas","SEDESOL, Modalidad Identidad Jurídica en San Cristóbal","Vesalio No. 205, Col. Doctores, C.P. 29249, San Cristóbal de las Casas, Chis.","16.741830228000424","-92.64663300399968","01 733 678 14 73"
"chiapas","SEDESOL, Modalidad Identidad Jurídica en Tuxtla Gutiérrez","12ª. Oriente Sur No. 636, Col. Barrio Santa Cruz, C.P. 29000, Tuxtla Gutiérrez, Chis.","16.755208869000455","-93.11107507899965","01 961 612 71 06"
"chiapas","SEDESOL, Modalidad Identidad Jurídica en Tuxtla Gutiérrez","Edificio Plaza San Marcos 3er Piso, Col. Centro, C.P. 29000, Tuxtla Gutiérrez, Chis.","16.755208869000455","-93.11107507899965","01 961 613 88 76"
"chiapas","SEDESOL, Modalidad Identidad Jurídica en Tuxtla Gutiérrez","Quebracho No. 15, Col. Fovissste No. 2, Tuxtla Gutiérrez, Chis.","16.755560028000446","-93.11509021199964","01 961 615 32 66"
"chiapas","SEDESOL, Modalidad Identidad Jurídica en Yajalón","1ª. Av. Norte No. 78, Col. Jonuta, Yajalón, Chis.","17.173480175000464","-92.33263011999969","01 919 674 05 50"
"chiapas","Módulo: Instituto Nacional de Migración Delegación Regional Chiapas","Vialidad n° 435, Col. Fracc. Las Vegas, Tapachula, Chiapas.","14.890230143000451","-92.25509024499968","01 962 625 05 59"
