"entidad","nombre_registro","direccion","latitud","longitud","contacto"
"coahuila"," Oficialia 02 del Registro Civil Acuña","Plaza San José Local 1-2045, Centro, Acuña","29.318769955000448","-100.93662012399966","(877) 772-15-04"
"coahuila","Oficialia 05 del Registro Civil Acuña","Noche Buena Local 3, Centro, Acuña","29.318769955000448","-100.93662012399966","(877) 773-21-86"
"coahuila","Oficialia 01 del Registro Civil Matamorros","Niños Héroes Local10-2 (cp 27440), Centro,  Matamorros","41.37061342916752","-74.69832770156137",""
"coahuila","Oficialia 02 del Registro Civil Matamorros","Domicilio Conocido S/n, Union Del Barreal,  Matamorros","","",""
"coahuila","Oficialia 03 del Registro Civil Matamorros","Domicilio Conocido S/n, El Manantial,  Matamorros","","","(871) 125 36 58"
"coahuila","Oficialia 04 del Registro Civil Matamorros","Domicilio Conocido S/n, El Coyote,  Matamorros","","","(871) 268 12 96"
"coahuila","Oficialia 01 de San Pedro","Lerdo 4 (cp 27800), Centro, San Pedro","25.981024209800523","-97.59764630243416","(872) 772 77 38"
"coahuila","Oficialia 02 de San Pedro","Hidalgo S/n (cp 27950), Centro, San Pedro","25.981024209800523","-97.59764630243416","(872) 777 05 21"
"coahuila","Oficialia 05 de Ramos Arizpe","Blvd. Plan De Gpe 255-a (cp 25900), Centro, Ramos Arizpe","30.33675998700045","-110.16694995899968","9 62 16 12"
"coahuila","Oficialia 01 de frontera","Blvd. Juarez 507, Centro, Frontera","31.77330019800047","-106.5711506829997","(866) 634-42-37"
"coahuila","Oficialia 01 de Muzquiz","Lucio Blanco Ote. 111 (cp 26340), Centro, Muzquiz","27.87441982700045","-101.48387014099967","(866) 634 42 37"
"coahuila","Oficialia 01 de Sabinas","Independencia  s/n (cp 26700), Centro, Sabinas","27.87070985000048","-101.11267001699969","(861) 612 02 26"
"coahuila","Oficialia 01 de fco. I. Madero","Domicilio Conocido s/n (cp 27915), Lequeitio, Fco. I. Madero","25.770339700000477","-103.2718497139997","(872) 773-61-03"
"coahuila","Oficialia 01 de Parras","Reforma 2-a, Lequeitio, Fco. I. Madero, Parras","25.44261992200046","-102.18090998199966","(842) 422 14 00"
"coahuila","Oficialia 01 de San Juan De Sabinas","Presidente Juarez 81, San Juan De Sabinas","27.91590892500045","-101.21625944299967","(861) 103-08-99"
